YR_MO;CALL_DATE;AGENT_ID;AGENT_NAME;TEAM_LEAD_ID;TEAM_LEAD_NAME;CALL_CENTER;CALLS;HANDLE_TIME;CALL_REGEN;CALLS_WITH_OFFER;CALLS_WITH_ACCEPT;CALLS_OFFER_APPLIED;TRANSFERS;AHT_MULTI;CALL_REGEN_MULTI;TRANSFERS_MULTI;APPLIED_PER_CALL_MULTI;BREAKAGE_MULTI
201706;22/06/2017;201700123;Centerville, Cece;201700011;Winnerson, Aceona;Williamburg;37;24967;6;36;28;23;3;28860;6,179;3,034;18,685;7,437
201706;22/06/2017;201700124;Davenport, Davina;201700011;Winnerson, Aceona;Williamburg;37;24498;6;36;31;23;2;28860;6,179;3,034;18,685;7,437
201706;22/06/2017;201700125;Edgerton, Ethan;201700011;Winnerson, Aceona;Williamburg;39;24219;8;36;26;18;3;30420;6,513;3,198;19,695;7,839
201706;22/06/2017;201700126;Filipsano, Fiona;201700011;Winnerson, Aceona;Williamburg;34;25883;4;32;26;20;2;26520;5,678;2,788;17,17;6,834
201706;22/06/2017;201700127;Gee, Garry;201700011;Winnerson, Aceona;Williamburg;32;25289;4;30;23;16;2;24960;5,344;2,624;16,16;6,432
201706;22/06/2017;201700128;Harrison, Harold;201700011;Winnerson, Aceona;Williamburg;32;24024;4;31;24;20;2;24960;5,344;2,624;16,16;6,432
201706;22/06/2017;201700138;Sanders, Sammi;201700013;Oferten, Quinton;Williamburg;32;25871;9;30;18;12;4;24960;5,344;2,624;16,16;6,432
201706;22/06/2017;201700139;Thomas, Ted;201700013;Oferten, Quinton;Williamburg;28;24942;6;26;21;9;3;21840;4,676;2,296;14,14;5,628
201706;22/06/2017;201700140;Uvaldon, Ursala;201700013;Oferten, Quinton;Williamburg;32;24610;9;29;17;8;4;24960;5,344;2,624;16,16;6,432
201706;22/06/2017;201700141;Vindictive, Vinny;201700013;Oferten, Quinton;Williamburg;28;24503;8;25;18;8;3;21840;4,676;2,296;14,14;5,628
201706;22/06/2017;201700142;Williamson, Wilma;201700013;Oferten, Quinton;Williamburg;33;24692;9;28;22;14;4;25740;5,511;2,706;16,665;6,633
201706;22/06/2017;201700143;Younger, Yeti;201700013;Oferten, Quinton;Williamburg;32;25331;6;28;17;9;4;24960;5,344;2,624;16,16;6,432
201706;22/06/2017;201700144;Zwilowski, Zane;201700013;Oferten, Quinton;Williamburg;32;25512;6;29;23;16;4;24960;5,344;2,624;16,16;6,432
201706;22/06/2017;201700145;Abacus, Aaron;201700013;Oferten, Quinton;Williamburg;29;25387;6;26;19;13;3;22620;4,843;2,378;14,645;5,829
201706;23/06/2017;201700121;Anderson, Albert;201700011;Winnerson, Aceona;Williamburg;40;25482;8;36;26;22;3;31200;6,68;3,28;20,2;8,04
201706;23/06/2017;201700122;Binning, Bart;201700011;Winnerson, Aceona;Williamburg;38;25830;6;36;32;26;3;29640;6,346;3,116;19,19;7,638
201706;23/06/2017;201700123;Centerville, Cece;201700011;Winnerson, Aceona;Williamburg;40;24117;5;39;34;25;3;31200;6,68;3,28;20,2;8,04
201706;23/06/2017;201700124;Davenport, Davina;201700011;Winnerson, Aceona;Williamburg;37;25440;5;36;30;27;2;28860;6,179;3,034;18,685;7,437
201706;23/06/2017;201700125;Edgerton, Ethan;201700011;Winnerson, Aceona;Williamburg;37;25015;7;34;28;22;2;28860;6,179;3,034;18,685;7,437
201706;23/06/2017;201700126;Filipsano, Fiona;201700011;Winnerson, Aceona;Williamburg;34;25810;7;34;29;24;2;26520;5,678;2,788;17,17;6,834
201706;23/06/2017;201700127;Gee, Garry;201700011;Winnerson, Aceona;Williamburg;32;24821;5;29;26;19;2;24960;5,344;2,624;16,16;6,432
201706;23/06/2017;201700128;Harrison, Harold;201700011;Winnerson, Aceona;Williamburg;32;25053;4;30;23;16;2;24960;5,344;2,624;16,16;6,432
201706;23/06/2017;201700129;Ivanski, Igor;201700012;Jimson, Bill;Williamburg;33;25796;5;30;23;18;3;25740;5,511;2,706;16,665;6,633
201706;23/06/2017;201700130;Jeffries, Johnna;201700012;Jimson, Bill;Williamburg;33;25692;6;28;19;12;3;25740;5,511;2,706;16,665;6,633
201706;23/06/2017;201700131;Kippers, Kat;201700012;Jimson, Bill;Williamburg;34;25909;7;32;27;18;3;26520;5,678;2,788;17,17;6,834
201706;23/06/2017;201700132;Lipp, Larry;201700012;Jimson, Bill;Williamburg;34;25948;5;33;28;20;2;26520;5,678;2,788;17,17;6,834
201706;23/06/2017;201700133;Myers, Matt;201700012;Jimson, Bill;Williamburg;34;24301;7;33;27;18;2;26520;5,678;2,788;17,17;6,834
201706;23/06/2017;201700134;Nichols, Nana;201700012;Jimson, Bill;Williamburg;31;24216;7;29;21;17;3;24180;5,177;2,542;15,655;6,231
201706;23/06/2017;201700135;Ohlson, Octavius;201700012;Jimson, Bill;Williamburg;31;24889;6;28;21;16;2;24180;5,177;2,542;15,655;6,231
201706;23/06/2017;201700136;Pulaski, Peter;201700012;Jimson, Bill;Williamburg;34;25640;7;34;22;13;2;26520;5,678;2,788;17,17;6,834
201706;24/06/2017;201700129;Ivanski, Igor;201700012;Jimson, Bill;Williamburg;35;25364;8;30;21;15;4;27300;5,845;2,87;17,675;7,035
201706;24/06/2017;201700130;Jeffries, Johnna;201700012;Jimson, Bill;Williamburg;34;25550;8;29;21;16;3;26520;5,678;2,788;17,17;6,834
201706;24/06/2017;201700131;Kippers, Kat;201700012;Jimson, Bill;Williamburg;32;24173;5;28;19;13;2;24960;5,344;2,624;16,16;6,432
201706;24/06/2017;201700132;Lipp, Larry;201700012;Jimson, Bill;Williamburg;36;25665;6;32;23;17;3;28080;6,012;2,952;18,18;7,236
201706;24/06/2017;201700133;Myers, Matt;201700012;Jimson, Bill;Williamburg;34;25426;6;29;20;12;2;26520;5,678;2,788;17,17;6,834
201706;24/06/2017;201700134;Nichols, Nana;201700012;Jimson, Bill;Williamburg;36;24439;9;32;21;14;3;28080;6,012;2,952;18,18;7,236
201706;24/06/2017;201700135;Ohlson, Octavius;201700012;Jimson, Bill;Williamburg;32;25947;7;32;23;18;3;24960;5,344;2,624;16,16;6,432
201706;24/06/2017;201700136;Pulaski, Peter;201700012;Jimson, Bill;Williamburg;30;24198;7;26;22;13;3;23400;5,01;2,46;15,15;6,03
201706;24/06/2017;201700138;Sanders, Sammi;201700013;Oferten, Quinton;Williamburg;31;25735;8;29;22;13;4;24180;5,177;2,542;15,655;6,231
201706;24/06/2017;201700139;Thomas, Ted;201700013;Oferten, Quinton;Williamburg;32;24243;6;28;18;10;4;24960;5,344;2,624;16,16;6,432
201706;24/06/2017;201700140;Uvaldon, Ursala;201700013;Oferten, Quinton;Williamburg;28;24632;6;25;18;9;3;21840;4,676;2,296;14,14;5,628
201706;24/06/2017;201700141;Vindictive, Vinny;201700013;Oferten, Quinton;Williamburg;28;24047;7;26;17;10;3;21840;4,676;2,296;14,14;5,628
201706;24/06/2017;201700142;Williamson, Wilma;201700013;Oferten, Quinton;Williamburg;33;25566;9;29;22;13;3;25740;5,511;2,706;16,665;6,633
201706;24/06/2017;201700143;Younger, Yeti;201700013;Oferten, Quinton;Williamburg;31;24539;8;28;18;12;4;24180;5,177;2,542;15,655;6,231
201706;24/06/2017;201700144;Zwilowski, Zane;201700013;Oferten, Quinton;Williamburg;29;25136;6;26;18;8;3;22620;4,843;2,378;14,645;5,829
201706;25/06/2017;201700121;Anderson, Albert;201700011;Winnerson, Aceona;Williamburg;34;24736;7;32;27;20;2;26520;5,678;2,788;17,17;6,834
201706;25/06/2017;201700122;Binning, Bart;201700011;Winnerson, Aceona;Williamburg;32;24993;6;31;26;23;2;24960;5,344;2,624;16,16;6,432
201706;25/06/2017;201700123;Centerville, Cece;201700011;Winnerson, Aceona;Williamburg;36;24623;4;36;30;24;3;28080;6,012;2,952;18,18;7,236
201706;25/06/2017;201700124;Davenport, Davina;201700011;Winnerson, Aceona;Williamburg;35;25330;4;34;24;18;2;27300;5,845;2,87;17,675;7,035
201706;25/06/2017;201700125;Edgerton, Ethan;201700011;Winnerson, Aceona;Williamburg;32;24981;5;29;21;19;2;24960;5,344;2,624;16,16;6,432
201706;25/06/2017;201700126;Filipsano, Fiona;201700011;Winnerson, Aceona;Williamburg;38;24513;5;36;28;25;2;29640;6,346;3,116;19,19;7,638
201706;25/06/2017;201700127;Gee, Garry;201700011;Winnerson, Aceona;Williamburg;39;25678;6;36;32;25;2;30420;6,513;3,198;19,695;7,839
201706;25/06/2017;201700128;Harrison, Harold;201700011;Winnerson, Aceona;Williamburg;32;25840;6;31;27;22;2;24960;5,344;2,624;16,16;6,432
201706;26/06/2017;201700121;Anderson, Albert;201700011;Winnerson, Aceona;Williamburg;38;25559;4;38;27;23;2;29640;6,346;3,116;19,19;7,638
201706;26/06/2017;201700122;Binning, Bart;201700011;Winnerson, Aceona;Williamburg;32;25420;4;31;28;21;2;24960;5,344;2,624;16,16;6,432
201706;26/06/2017;201700123;Centerville, Cece;201700011;Winnerson, Aceona;Williamburg;38;24943;6;36;29;20;2;29640;6,346;3,116;19,19;7,638
201706;26/06/2017;201700124;Davenport, Davina;201700011;Winnerson, Aceona;Williamburg;34;25724;4;32;26;21;2;26520;5,678;2,788;17,17;6,834
201706;26/06/2017;201700125;Edgerton, Ethan;201700011;Winnerson, Aceona;Williamburg;37;25319;7;36;28;24;2;28860;6,179;3,034;18,685;7,437
201706;26/06/2017;201700126;Filipsano, Fiona;201700011;Winnerson, Aceona;Williamburg;39;25776;6;36;27;24;2;30420;6,513;3,198;19,695;7,839
201706;26/06/2017;201700127;Gee, Garry;201700011;Winnerson, Aceona;Williamburg;32;25500;6;29;22;16;2;24960;5,344;2,624;16,16;6,432
201706;26/06/2017;201700129;Ivanski, Igor;201700012;Jimson, Bill;Williamburg;35;24167;7;34;27;19;4;27300;5,845;2,87;17,675;7,035
201706;26/06/2017;201700130;Jeffries, Johnna;201700012;Jimson, Bill;Williamburg;31;24417;6;29;22;13;2;24180;5,177;2,542;15,655;6,231
201706;26/06/2017;201700131;Kippers, Kat;201700012;Jimson, Bill;Williamburg;33;24192;5;28;18;14;2;25740;5,511;2,706;16,665;6,633
201706;26/06/2017;201700132;Lipp, Larry;201700012;Jimson, Bill;Williamburg;32;24392;7;31;20;13;3;24960;5,344;2,624;16,16;6,432
201706;26/06/2017;201700133;Myers, Matt;201700012;Jimson, Bill;Williamburg;35;24592;7;31;23;16;2;27300;5,845;2,87;17,675;7,035
201706;26/06/2017;201700134;Nichols, Nana;201700012;Jimson, Bill;Williamburg;30;25676;6;26;17;10;2;23400;5,01;2,46;15,15;6,03
201706;26/06/2017;201700135;Ohlson, Octavius;201700012;Jimson, Bill;Williamburg;31;25916;6;27;20;14;2;24180;5,177;2,542;15,655;6,231
201706;26/06/2017;201700136;Pulaski, Peter;201700012;Jimson, Bill;Williamburg;30;25268;5;30;23;14;3;23400;5,01;2,46;15,15;6,03
201706;26/06/2017;201700138;Sanders, Sammi;201700013;Oferten, Quinton;Williamburg;31;25213;9;27;17;10;3;24180;5,177;2,542;15,655;6,231
201706;26/06/2017;201700139;Thomas, Ted;201700013;Oferten, Quinton;Williamburg;33;25340;7;31;20;8;4;25740;5,511;2,706;16,665;6,633
201706;26/06/2017;201700140;Uvaldon, Ursala;201700013;Oferten, Quinton;Williamburg;29;24320;6;26;16;9;3;22620;4,843;2,378;14,645;5,829
201706;26/06/2017;201700141;Vindictive, Vinny;201700013;Oferten, Quinton;Williamburg;33;25032;10;30;21;12;3;25740;5,511;2,706;16,665;6,633
201706;26/06/2017;201700142;Williamson, Wilma;201700013;Oferten, Quinton;Williamburg;32;25879;9;29;20;8;4;24960;5,344;2,624;16,16;6,432
201706;26/06/2017;201700143;Younger, Yeti;201700013;Oferten, Quinton;Williamburg;28;24597;8;25;19;11;3;21840;4,676;2,296;14,14;5,628
201706;26/06/2017;201700144;Zwilowski, Zane;201700013;Oferten, Quinton;Williamburg;32;25530;8;29;22;10;3;24960;5,344;2,624;16,16;6,432
201706;27/06/2017;201700121;Anderson, Albert;201700011;Winnerson, Aceona;Williamburg;33;25092;4;32;24;18;1;25740;5,511;2,706;16,665;6,633
201706;27/06/2017;201700122;Binning, Bart;201700011;Winnerson, Aceona;Williamburg;40;25255;6;38;33;24;2;31200;6,68;3,28;20,2;8,04
201706;27/06/2017;201700123;Centerville, Cece;201700011;Winnerson, Aceona;Williamburg;38;24657;7;36;32;29;2;29640;6,346;3,116;19,19;7,638
201706;27/06/2017;201700124;Davenport, Davina;201700011;Winnerson, Aceona;Williamburg;36;24551;4;33;26;21;1;28080;6,012;2,952;18,18;7,236
201706;27/06/2017;201700125;Edgerton, Ethan;201700011;Winnerson, Aceona;Williamburg;32;25591;5;30;25;21;2;24960;5,344;2,624;16,16;6,432
201706;27/06/2017;201700126;Filipsano, Fiona;201700011;Winnerson, Aceona;Williamburg;32;25783;6;29;23;18;2;24960;5,344;2,624;16,16;6,432
201706;27/06/2017;201700127;Gee, Garry;201700011;Winnerson, Aceona;Williamburg;32;24685;4;31;28;20;2;24960;5,344;2,624;16,16;6,432
201706;27/06/2017;201700128;Harrison, Harold;201700011;Winnerson, Aceona;Williamburg;36;25414;6;33;28;23;2;28080;6,012;2,952;18,18;7,236
201706;27/06/2017;201700129;Ivanski, Igor;201700012;Jimson, Bill;Williamburg;32;25818;8;31;26;20;2;24960;5,344;2,624;16,16;6,432
201706;27/06/2017;201700130;Jeffries, Johnna;201700012;Jimson, Bill;Williamburg;36;25003;9;33;24;16;2;28080;6,012;2,952;18,18;7,236
201706;27/06/2017;201700131;Kippers, Kat;201700012;Jimson, Bill;Williamburg;31;24551;6;28;23;17;2;24180;5,177;2,542;15,655;6,231
201706;27/06/2017;201700132;Lipp, Larry;201700012;Jimson, Bill;Williamburg;34;25072;6;33;22;14;2;26520;5,678;2,788;17,17;6,834
201706;27/06/2017;201700133;Myers, Matt;201700012;Jimson, Bill;Williamburg;31;25783;5;29;23;15;2;24180;5,177;2,542;15,655;6,231
201706;27/06/2017;201700134;Nichols, Nana;201700012;Jimson, Bill;Williamburg;34;25380;6;34;22;15;2;26520;5,678;2,788;17,17;6,834
201706;27/06/2017;201700135;Ohlson, Octavius;201700012;Jimson, Bill;Williamburg;30;24035;7;27;18;11;2;23400;5,01;2,46;15,15;6,03
201706;27/06/2017;201700136;Pulaski, Peter;201700012;Jimson, Bill;Williamburg;30;24043;6;29;20;13;2;23400;5,01;2,46;15,15;6,03
201706;27/06/2017;201700138;Sanders, Sammi;201700013;Oferten, Quinton;Williamburg;31;25543;8;27;19;13;3;24180;5,177;2,542;15,655;6,231
201706;27/06/2017;201700139;Thomas, Ted;201700013;Oferten, Quinton;Williamburg;30;24313;9;27;20;12;4;23400;5,01;2,46;15,15;6,03
201706;27/06/2017;201700140;Uvaldon, Ursala;201700013;Oferten, Quinton;Williamburg;29;24609;6;25;17;12;3;22620;4,843;2,378;14,645;5,829
201706;27/06/2017;201700141;Vindictive, Vinny;201700013;Oferten, Quinton;Williamburg;32;25697;7;30;22;15;4;24960;5,344;2,624;16,16;6,432
201706;27/06/2017;201700142;Williamson, Wilma;201700013;Oferten, Quinton;Williamburg;28;25575;6;27;21;12;3;21840;4,676;2,296;14,14;5,628
201706;27/06/2017;201700143;Younger, Yeti;201700013;Oferten, Quinton;Williamburg;28;24157;8;27;19;13;4;21840;4,676;2,296;14,14;5,628
201706;27/06/2017;201700144;Zwilowski, Zane;201700013;Oferten, Quinton;Williamburg;29;24857;8;26;16;8;3;22620;4,843;2,378;14,645;5,829
201706;27/06/2017;201700145;Abacus, Aaron;201700013;Oferten, Quinton;Williamburg;33;24347;8;28;20;13;3;25740;5,511;2,706;16,665;6,633
201706;28/06/2017;201700129;Ivanski, Igor;201700012;Jimson, Bill;Williamburg;35;24356;7;34;24;17;2;27300;5,845;2,87;17,675;7,035
201706;28/06/2017;201700130;Jeffries, Johnna;201700012;Jimson, Bill;Williamburg;34;24712;6;32;24;17;2;26520;5,678;2,788;17,17;6,834
201706;28/06/2017;201700131;Kippers, Kat;201700012;Jimson, Bill;Williamburg;30;24258;7;26;22;15;2;23400;5,01;2,46;15,15;6,03
201706;28/06/2017;201700132;Lipp, Larry;201700012;Jimson, Bill;Williamburg;31;25362;7;31;26;16;2;24180;5,177;2,542;15,655;6,231
201706;28/06/2017;201700133;Myers, Matt;201700012;Jimson, Bill;Williamburg;30;24847;7;26;17;12;2;23400;5,01;2,46;15,15;6,03
201706;28/06/2017;201700134;Nichols, Nana;201700012;Jimson, Bill;Williamburg;34;24119;8;31;26;19;2;26520;5,678;2,788;17,17;6,834
201706;28/06/2017;201700135;Ohlson, Octavius;201700012;Jimson, Bill;Williamburg;31;24811;6;30;23;16;2;24180;5,177;2,542;15,655;6,231
201706;28/06/2017;201700136;Pulaski, Peter;201700012;Jimson, Bill;Williamburg;30;24926;6;29;23;18;2;23400;5,01;2,46;15,15;6,03
201706;28/06/2017;201700138;Sanders, Sammi;201700013;Oferten, Quinton;Williamburg;33;25205;9;29;20;14;4;25740;5,511;2,706;16,665;6,633
201706;28/06/2017;201700139;Thomas, Ted;201700013;Oferten, Quinton;Williamburg;32;25874;7;28;18;13;4;24960;5,344;2,624;16,16;6,432
201706;28/06/2017;201700140;Uvaldon, Ursala;201700013;Oferten, Quinton;Williamburg;28;24836;7;26;19;13;3;21840;4,676;2,296;14,14;5,628
201706;28/06/2017;201700141;Vindictive, Vinny;201700013;Oferten, Quinton;Williamburg;30;24667;8;26;20;14;3;23400;5,01;2,46;15,15;6,03
201706;28/06/2017;201700142;Williamson, Wilma;201700013;Oferten, Quinton;Williamburg;29;25996;7;27;21;13;4;22620;4,843;2,378;14,645;5,829
201706;28/06/2017;201700143;Younger, Yeti;201700013;Oferten, Quinton;Williamburg;28;25965;6;25;17;12;3;21840;4,676;2,296;14,14;5,628
201706;28/06/2017;201700144;Zwilowski, Zane;201700013;Oferten, Quinton;Williamburg;31;24875;9;27;21;11;4;24180;5,177;2,542;15,655;6,231
201706;28/06/2017;201700145;Abacus, Aaron;201700013;Oferten, Quinton;Williamburg;30;25650;9;27;21;11;4;23400;5,01;2,46;15,15;6,03
201706;29/06/2017;201700121;Anderson, Albert;201700011;Winnerson, Aceona;Williamburg;35;24169;4;33;27;22;1;27300;5,845;2,87;17,675;7,035
201706;29/06/2017;201700122;Binning, Bart;201700011;Winnerson, Aceona;Williamburg;33;25013;4;30;24;19;2;25740;5,511;2,706;16,665;6,633
201706;29/06/2017;201700123;Centerville, Cece;201700011;Winnerson, Aceona;Williamburg;33;25364;7;32;25;19;2;25740;5,511;2,706;16,665;6,633
201706;29/06/2017;201700124;Davenport, Davina;201700011;Winnerson, Aceona;Williamburg;38;25254;4;34;31;27;2;29640;6,346;3,116;19,19;7,638
201706;29/06/2017;201700125;Edgerton, Ethan;201700011;Winnerson, Aceona;Williamburg;39;24597;7;38;32;27;1;30420;6,513;3,198;19,695;7,839
201706;29/06/2017;201700126;Filipsano, Fiona;201700011;Winnerson, Aceona;Williamburg;34;24963;5;32;28;23;2;26520;5,678;2,788;17,17;6,834
201706;29/06/2017;201700127;Gee, Garry;201700011;Winnerson, Aceona;Williamburg;37;24087;4;37;27;22;1;28860;6,179;3,034;18,685;7,437
201706;29/06/2017;201700128;Harrison, Harold;201700011;Winnerson, Aceona;Williamburg;40;24290;6;38;28;23;2;31200;6,68;3,28;20,2;8,04
201706;29/06/2017;201700139;Thomas, Ted;201700013;Oferten, Quinton;Williamburg;30;24160;6;27;21;13;3;23400;5,01;2,46;15,15;6,03
201706;29/06/2017;201700140;Uvaldon, Ursala;201700013;Oferten, Quinton;Williamburg;31;24062;6;29;20;10;4;24180;5,177;2,542;15,655;6,231
201706;29/06/2017;201700141;Vindictive, Vinny;201700013;Oferten, Quinton;Williamburg;32;24305;9;30;23;12;3;24960;5,344;2,624;16,16;6,432
201706;29/06/2017;201700142;Williamson, Wilma;201700013;Oferten, Quinton;Williamburg;33;25324;9;30;19;13;3;25740;5,511;2,706;16,665;6,633
201706;29/06/2017;201700143;Younger, Yeti;201700013;Oferten, Quinton;Williamburg;31;25421;8;28;21;11;3;24180;5,177;2,542;15,655;6,231
201706;29/06/2017;201700144;Zwilowski, Zane;201700013;Oferten, Quinton;Williamburg;29;25508;7;28;18;11;3;22620;4,843;2,378;14,645;5,829
201706;29/06/2017;201700145;Abacus, Aaron;201700013;Oferten, Quinton;Williamburg;30;25267;7;26;20;12;4;23400;5,01;2,46;15,15;6,03
201706;30/06/2017;201700121;Anderson, Albert;201700011;Winnerson, Aceona;Williamburg;39;25409;4;35;27;21;2;30420;6,513;3,198;19,695;7,839
201706;30/06/2017;201700122;Binning, Bart;201700011;Winnerson, Aceona;Williamburg;39;25333;6;38;27;20;2;30420;6,513;3,198;19,695;7,839
201706;30/06/2017;201700123;Centerville, Cece;201700011;Winnerson, Aceona;Williamburg;36;24107;5;33;29;22;2;28080;6,012;2,952;18,18;7,236
201706;30/06/2017;201700124;Davenport, Davina;201700011;Winnerson, Aceona;Williamburg;40;24556;7;37;27;23;1;31200;6,68;3,28;20,2;8,04
201706;30/06/2017;201700125;Edgerton, Ethan;201700011;Winnerson, Aceona;Williamburg;32;24597;6;30;24;22;1;24960;5,344;2,624;16,16;6,432
201706;30/06/2017;201700126;Filipsano, Fiona;201700011;Winnerson, Aceona;Williamburg;33;24472;5;32;28;23;1;25740;5,511;2,706;16,665;6,633
201706;30/06/2017;201700127;Gee, Garry;201700011;Winnerson, Aceona;Williamburg;40;25975;4;36;25;21;2;31200;6,68;3,28;20,2;8,04
201706;30/06/2017;201700128;Harrison, Harold;201700011;Winnerson, Aceona;Williamburg;36;25683;5;36;32;22;1;28080;6,012;2,952;18,18;7,236
201706;30/06/2017;201700129;Ivanski, Igor;201700012;Jimson, Bill;Williamburg;33;25987;5;28;23;14;2;25740;5,511;2,706;16,665;6,633
201706;30/06/2017;201700130;Jeffries, Johnna;201700012;Jimson, Bill;Williamburg;33;25948;6;31;21;15;2;25740;5,511;2,706;16,665;6,633
201706;30/06/2017;201700131;Kippers, Kat;201700012;Jimson, Bill;Williamburg;34;24058;8;34;29;19;2;26520;5,678;2,788;17,17;6,834
201706;30/06/2017;201700132;Lipp, Larry;201700012;Jimson, Bill;Williamburg;32;24637;6;30;26;18;2;24960;5,344;2,624;16,16;6,432
201706;30/06/2017;201700133;Myers, Matt;201700012;Jimson, Bill;Williamburg;33;25009;7;29;20;13;2;25740;5,511;2,706;16,665;6,633
201706;30/06/2017;201700134;Nichols, Nana;201700012;Jimson, Bill;Williamburg;36;25163;5;36;27;18;3;28080;6,012;2,952;18,18;7,236
201706;30/06/2017;201700135;Ohlson, Octavius;201700012;Jimson, Bill;Williamburg;33;24581;7;31;24;15;2;25740;5,511;2,706;16,665;6,633
201706;30/06/2017;201700136;Pulaski, Peter;201700012;Jimson, Bill;Williamburg;30;25932;6;27;18;14;2;23400;5,01;2,46;15,15;6,03
201707;01/07/2017;201700129;Ivanski, Igor;201700012;Jimson, Bill;Williamburg;31;25354;7;31;23;14;2;24273;5,022;2,511;15,779;6,169
201707;01/07/2017;201700130;Jeffries, Johnna;201700012;Jimson, Bill;Williamburg;30;25339;7;27;20;14;2;23490;4,86;2,43;15,27;5,97
201707;01/07/2017;201700131;Kippers, Kat;201700012;Jimson, Bill;Williamburg;36;25648;6;32;21;17;3;28188;5,832;2,916;18,324;7,164
201707;01/07/2017;201700132;Lipp, Larry;201700012;Jimson, Bill;Williamburg;31;24893;7;29;20;14;2;24273;5,022;2,511;15,779;6,169
201707;01/07/2017;201700133;Myers, Matt;201700012;Jimson, Bill;Williamburg;34;25854;8;31;26;17;2;26622;5,508;2,754;17,306;6,766
201707;01/07/2017;201700134;Nichols, Nana;201700012;Jimson, Bill;Williamburg;34;24462;7;31;22;13;2;26622;5,508;2,754;17,306;6,766
201707;01/07/2017;201700135;Ohlson, Octavius;201700012;Jimson, Bill;Williamburg;36;24865;9;32;25;16;2;28188;5,832;2,916;18,324;7,164
201707;01/07/2017;201700138;Sanders, Sammi;201700013;Oferten, Quinton;Williamburg;31;24385;7;27;16;11;3;24273;5,022;2,511;15,779;6,169
201707;01/07/2017;201700139;Thomas, Ted;201700013;Oferten, Quinton;Williamburg;30;25377;7;26;19;11;3;23490;4,86;2,43;15,27;5,97
201707;01/07/2017;201700140;Uvaldon, Ursala;201700013;Oferten, Quinton;Williamburg;29;25892;8;25;17;9;3;22707;4,698;2,349;14,761;5,771
201707;01/07/2017;201700141;Vindictive, Vinny;201700013;Oferten, Quinton;Williamburg;30;25780;9;29;23;16;4;23490;4,86;2,43;15,27;5,97
201707;01/07/2017;201700142;Williamson, Wilma;201700013;Oferten, Quinton;Williamburg;31;24844;8;29;21;11;4;24273;5,022;2,511;15,779;6,169
201707;01/07/2017;201700143;Younger, Yeti;201700013;Oferten, Quinton;Williamburg;29;24782;9;25;16;9;3;22707;4,698;2,349;14,761;5,771
201707;01/07/2017;201700144;Zwilowski, Zane;201700013;Oferten, Quinton;Williamburg;29;25927;8;25;17;10;3;22707;4,698;2,349;14,761;5,771
201707;01/07/2017;201700145;Abacus, Aaron;201700013;Oferten, Quinton;Williamburg;29;24832;7;28;20;12;3;22707;4,698;2,349;14,761;5,771
201707;02/07/2017;201700122;Binning, Bart;201700011;Winnerson, Aceona;Williamburg;33;24550;4;32;26;22;1;25839;5,346;2,673;16,797;6,567
201707;02/07/2017;201700123;Centerville, Cece;201700011;Winnerson, Aceona;Williamburg;39;25341;4;35;26;19;2;30537;6,318;3,159;19,851;7,761
201707;02/07/2017;201700124;Davenport, Davina;201700011;Winnerson, Aceona;Williamburg;40;25426;4;36;27;24;2;31320;6,48;3,24;20,36;7,96
201707;02/07/2017;201700125;Edgerton, Ethan;201700011;Winnerson, Aceona;Williamburg;40;25506;5;39;32;28;2;31320;6,48;3,24;20,36;7,96
201707;02/07/2017;201700126;Filipsano, Fiona;201700011;Winnerson, Aceona;Williamburg;37;25644;4;35;30;24;1;28971;5,994;2,997;18,833;7,363
201707;02/07/2017;201700127;Gee, Garry;201700011;Winnerson, Aceona;Williamburg;40;25280;5;39;31;23;1;31320;6,48;3,24;20,36;7,96
201707;02/07/2017;201700128;Harrison, Harold;201700011;Winnerson, Aceona;Williamburg;37;25660;4;36;32;26;1;28971;5,994;2,997;18,833;7,363
201707;03/07/2017;201700122;Binning, Bart;201700011;Winnerson, Aceona;Williamburg;36;24078;4;33;24;20;2;28188;5,832;2,916;18,324;7,164
201707;03/07/2017;201700123;Centerville, Cece;201700011;Winnerson, Aceona;Williamburg;32;25159;4;32;27;22;1;25056;5,184;2,592;16,288;6,368
201707;03/07/2017;201700124;Davenport, Davina;201700011;Winnerson, Aceona;Williamburg;34;25191;5;33;30;24;1;26622;5,508;2,754;17,306;6,766
201707;03/07/2017;201700125;Edgerton, Ethan;201700011;Winnerson, Aceona;Williamburg;36;24151;5;32;28;23;1;28188;5,832;2,916;18,324;7,164
201707;03/07/2017;201700126;Filipsano, Fiona;201700011;Winnerson, Aceona;Williamburg;40;24214;4;40;35;27;2;31320;6,48;3,24;20,36;7,96
201707;03/07/2017;201700127;Gee, Garry;201700011;Winnerson, Aceona;Williamburg;36;24200;7;33;29;22;2;28188;5,832;2,916;18,324;7,164
201707;03/07/2017;201700128;Harrison, Harold;201700011;Winnerson, Aceona;Williamburg;40;25686;6;38;31;23;1;31320;6,48;3,24;20,36;7,96
201707;03/07/2017;201700129;Ivanski, Igor;201700012;Jimson, Bill;Williamburg;34;24025;7;31;26;19;2;26622;5,508;2,754;17,306;6,766
201707;03/07/2017;201700130;Jeffries, Johnna;201700012;Jimson, Bill;Williamburg;30;25649;6;27;20;13;2;23490;4,86;2,43;15,27;5,97
